customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,city,nps_score,segment,joining_date,account_type,kyc_status
15771573,637,India,Female,39,9,12995913.46,1,1,1,11089477.58,1,Hyderabad,3,Premium,13-03-2017,Savings,Verified
15766205,550,India,Male,38,2,9747739.31,1,0,1,8567990.1,0,Pune,9,Premium,02-12-2023,Current,Verified
15771873,776,India,Female,37,2,9783362.06,2,1,0,18299665.03,0,Pune,4,Premium,22-07-2023,Current,Verified
15616550,698,India,Male,44,10,10970738.52,2,1,0,18673017.6,0,Pune,3,Premium,04-09-2015,Savings,Verified
15768193,585,India,Male,36,5,13769685.45,2,0,0,8148108.46,0,Mumbai,8,Premium,09-08-2020,Salary,Pending
15683553,788,India,Female,33,5,0,2,0,0,11028703.75,0,Bengaluru,3,Basic,07-09-2020,Salary,Verified
15702298,655,India,Male,41,8,11837982.53,1,0,0,15465779.82,1,Bengaluru,1,Premium,12-08-2017,Salary,Verified
15569590,601,India,Male,42,1,9286176.48,1,1,0,3772591.57,1,Bengaluru,3,Standard,19-01-2025,Savings,Verified
15760861,619,India,Male,43,1,11804979.82,1,1,1,10692341,0,Delhi,8,Premium,19-05-2024,Savings,Verified
15630053,656,India,Male,45,5,12055055.63,1,1,0,8212501.7,0,Gurugram,4,Premium,30-05-2020,Salary,Verified
15647091,725,India,Male,19,0,7154739.5,1,0,0,4300464.35,0,Delhi,5,Standard,16-08-2025,Savings,Verified
15623944,511,India,Female,66,4,0,1,1,0,154912.41,1,Pune,2,Basic,06-04-2022,Current,Verified
15804771,614,India,Male,51,4,3835868.54,1,1,1,4409973.4,0,Pune,7,Standard,11-01-2022,Current,Verified
15651280,742,India,Male,35,5,12902877.96,1,0,0,7967562.26,0,Hyderabad,2,Premium,11-05-2020,Savings,Pending
15773469,687,India,Female,27,9,14361566.81,2,0,0,11925931.63,0,Pune,4,Premium,23-04-2017,Current,Verified
15702014,555,India,Male,33,1,5287664.57,2,0,0,16857087.7,0,Bengaluru,2,Standard,06-01-2025,Salary,Verified
15751208,684,India,Male,56,8,7420511.04,1,1,1,9371277.38,0,Hyderabad,9,Standard,06-08-2017,Current,Verified
15592461,603,India,Male,26,4,10292205.36,1,1,1,8753018.37,0,Bengaluru,9,Premium,20-07-2021,Savings,Verified
15789484,751,India,Female,36,6,16011710.05,2,1,1,2617058.18,0,Mumbai,7,Premium,09-09-2019,Salary,Pending
15696061,581,India,Female,34,1,9581963.01,1,1,0,10411482.76,0,Hyderabad,3,Premium,19-03-2025,Current,Verified
15641582,735,India,Male,43,10,11613411.34,2,1,1,18542356.84,0,Bengaluru,8,Premium,12-10-2015,Current,Verified
15638424,661,India,Female,35,5,14210402.97,2,0,1,10715567.82,0,Delhi,10,Premium,29-05-2020,Salary,Pending
15755648,675,India,Female,21,8,9274630.95,1,1,0,1716178.84,0,Bengaluru,6,Standard,08-04-2018,Current,Verified
15703793,738,India,Male,58,2,12609520.08,4,1,0,2675087.52,1,Pune,2,Premium,13-03-2024,Savings,Verified
15620344,813,India,Male,29,6,0,1,1,0,3201170.86,0,Mumbai,3,Basic,22-09-2019,Savings,Verified
15812518,657,India,Female,37,0,15424884.93,1,0,1,4167510.69,0,Bengaluru,7,Premium,13-09-2025,Savings,Verified
15779052,604,India,Female,25,5,14875577.6,2,1,1,5508479.65,0,Delhi,9,Premium,24-09-2020,Current,Verified
15770811,519,India,Male,36,9,0,2,0,1,13723623.07,0,Pune,8,Basic,20-03-2017,Current,Verified
15780961,735,India,Female,21,1,16849550.95,2,1,0,2110740.64,0,Bengaluru,8,Premium,30-04-2025,Current,Pending
15614049,664,India,Male,55,8,0,2,1,1,13120159.42,0,Mumbai,10,Basic,08-01-2018,Savings,Verified
15662085,678,India,Female,32,9,0,1,1,1,13973299.14,0,Mumbai,9,Basic,20-01-2017,Current,Verified
15575185,757,India,Male,33,5,7283433.58,1,0,1,18312912.32,0,Gurugram,10,Premium,13-02-2021,Salary,Verified
15803136,416,India,Female,41,10,11520041.14,2,1,0,9267875.79,0,Pune,8,Premium,26-12-2015,Savings,Verified
15706021,665,India,Female,34,1,9111741.51,2,0,0,16160879.86,0,Hyderabad,6,Standard,12-12-2024,Current,Pending
15663706,777,India,Female,32,2,0,1,1,0,12865278.15,1,Bengaluru,6,Basic,28-07-2023,Current,Verified
15641732,543,India,Female,36,3,0,2,0,0,2453126.95,0,Delhi,5,Basic,31-01-2023,Current,Verified
15701164,506,India,Female,34,4,8514202.41,1,1,1,15012703.14,0,Pune,9,Standard,16-07-2021,Savings,Verified
15738751,493,India,Female,46,4,0,2,1,0,179854.18,0,Gurugram,2,Basic,29-11-2021,Current,Verified
15805254,652,India,Female,75,10,0,2,1,1,10811629.71,0,Pune,9,Basic,26-08-2015,Salary,Pending
15762418,750,India,Male,22,3,11472161.99,1,1,0,12128495.04,1,Delhi,3,Premium,09-04-2023,Current,Verified
15625759,729,India,Male,30,9,0,2,1,0,14318242.32,0,Mumbai,3,Basic,03-02-2017,Salary,Verified
15622897,646,India,Female,46,4,0,3,1,0,8791743.88,1,Pune,0,Basic,08-01-2022,Salary,Verified
15767954,635,India,Female,28,3,7695479.61,2,1,1,14782289.42,0,Pune,9,Standard,21-07-2022,Savings,Verified
15757535,647,India,Female,44,5,0,3,1,1,16424068.14,1,Bengaluru,4,Basic,25-06-2020,Current,Verified
15731511,808,India,Male,45,7,11184111.13,2,1,0,13871648.33,0,Pune,6,Premium,24-07-2018,Savings,Verified
15809248,524,India,Female,36,10,0,2,1,0,10334461.66,0,Hyderabad,8,Basic,26-01-2016,Salary,Verified
15640635,769,India,Male,29,8,0,2,1,1,16243558.71,0,Bengaluru,8,Basic,25-12-2017,Savings,Verified
15676966,730,India,Male,42,4,0,2,0,1,8106427.27,0,Hyderabad,9,Basic,06-12-2021,Savings,Verified
15699461,515,India,Male,35,10,16619108.01,1,0,1,11434069.1,0,Mumbai,9,Premium,02-04-2016,Salary,Verified
15738721,773,India,Male,41,9,9694571.04,1,0,1,6090040.17,0,Mumbai,9,Premium,25-07-2016,Savings,Verified
15693683,814,India,Male,29,8,9153305.79,2,1,1,18599193.54,0,Pune,5,Premium,20-01-2018,Current,Verified
15604348,710,India,Male,22,8,0,2,0,0,9394534.37,0,Gurugram,3,Basic,12-11-2017,Savings,Verified
15633059,413,India,Male,34,9,0,2,0,0,616042.49,0,Delhi,7,Basic,01-11-2016,Salary,Verified
15808582,665,India,Female,40,6,0,1,1,1,15259032.27,0,Pune,8,Basic,04-08-2019,Salary,Verified
15743192,623,India,Female,44,6,0,2,0,0,15760073.9,0,Mumbai,5,Basic,09-06-2019,Savings,Verified
15580146,738,India,Male,31,9,7794518.86,1,1,0,3956999.48,0,Pune,6,Standard,30-07-2016,Current,Pending
15776605,528,India,Male,36,7,0,2,1,0,5707386.88,0,Delhi,6,Basic,02-03-2019,Savings,Verified
15804919,670,India,Female,65,1,0,1,1,1,16749377.51,1,Pune,5,Basic,28-07-2024,Current,Verified
15613854,622,India,Female,46,4,10094867.9,2,1,1,2921227.15,1,Pune,2,Premium,21-01-2022,Current,Pending
15599195,582,India,Male,32,1,8385133.09,1,1,1,947941.09,0,Pune,5,Standard,17-06-2024,Salary,Verified
15812878,785,India,Female,36,2,9409789.82,1,0,1,3486146.31,0,Gurugram,9,Premium,31-12-2023,Savings,Verified
15602312,605,India,Male,33,5,14150749.18,1,0,0,6775223.84,0,Bengaluru,7,Premium,22-03-2021,Savings,Verified
15744689,479,India,Male,35,9,8752379.15,1,1,0,9376132.8,1,Pune,5,Standard,17-04-2017,Current,Verified
15803526,685,India,Male,30,3,8535810.45,1,0,1,5947453.93,0,Mumbai,10,Standard,16-06-2022,Current,Verified
15665790,538,India,Male,39,7,10187434.83,2,1,0,2567363.19,0,Pune,3,Premium,25-09-2018,Savings,Verified
15715951,562,India,Male,42,2,9450471.64,1,0,0,8183259.81,0,Gurugram,5,Premium,03-05-2024,Savings,Verified
15591100,675,India,Male,36,9,10011645.05,1,0,1,2167904.49,0,Bengaluru,10,Premium,21-05-2016,Savings,Verified
15609618,721,India,Male,28,9,14563953.91,2,0,1,9550652.62,1,Gurugram,3,Premium,01-11-2016,Salary,Verified
15675522,628,India,Female,30,9,12478079.62,2,1,1,6992665.58,0,Gurugram,5,Premium,05-03-2017,Savings,Pending
15705512,668,India,Female,37,6,15826255.63,1,1,0,10902377.98,0,Delhi,4,Premium,18-04-2020,Savings,Verified
15698028,506,India,Female,41,1,0,2,1,0,2994926.76,0,Delhi,4,Basic,31-12-2024,Salary,Verified
15661670,524,India,Female,31,8,10165140.44,1,1,0,18830109.77,1,Mumbai,2,Premium,27-07-2017,Savings,Pending
15600781,699,India,Male,34,4,17458186.81,2,1,0,11392274.77,0,Delhi,5,Premium,25-06-2021,Current,Verified
15682472,828,India,Male,34,8,12202975.3,2,0,0,3595063.28,0,Bengaluru,8,Premium,08-01-2018,Savings,Verified
15580203,674,India,Male,39,6,11331835.64,1,0,0,9440345.97,0,Pune,8,Premium,08-02-2020,Salary,Verified
15690673,656,India,Female,39,6,0,2,1,0,13300068.29,0,Gurugram,2,Basic,20-11-2019,Current,Verified
15760085,684,India,Female,48,10,11915523.12,1,1,1,18679636.06,0,Bengaluru,8,Premium,02-06-2015,Salary,Verified
15779659,625,India,Female,28,3,0,1,0,0,17314183.53,0,Hyderabad,7,Basic,23-12-2022,Savings,Verified
15627360,432,India,Male,42,9,14387453.27,1,1,0,10395806.83,1,Gurugram,4,Premium,26-10-2016,Current,Verified
15671137,549,India,Female,52,1,0,1,0,1,814206.79,1,Delhi,5,Basic,14-01-2025,Current,Verified
15782688,625,India,Male,56,0,14001262.59,1,1,0,4414574.26,1,Pune,6,Premium,09-11-2025,Savings,Verified
15575492,828,India,Female,41,7,0,2,1,0,16157590.44,0,Gurugram,6,Basic,13-01-2019,Savings,Verified
15591607,770,India,Male,24,9,9600256.16,1,1,0,15768928.68,0,Gurugram,6,Premium,17-10-2016,Savings,Verified
15740404,758,India,Female,34,3,0,2,1,1,11712042.36,0,Gurugram,10,Basic,17-12-2022,Salary,Verified
15718369,795,India,Female,33,9,12337709.9,1,1,1,10836091.6,0,Gurugram,9,Premium,27-05-2016,Current,Verified
15677871,687,India,Male,38,9,11555981.62,1,1,1,3357205.21,0,Delhi,9,Premium,25-04-2017,Current,Verified
15642004,686,India,Male,25,1,0,2,0,1,1551789.4,0,Gurugram,10,Basic,05-02-2025,Current,Verified
15712543,789,India,Male,39,7,11768827.21,2,1,1,11729476.62,0,Pune,10,Premium,20-04-2019,Current,Verified
15584518,589,India,Female,50,5,13660705.31,2,1,1,3294259.16,0,Mumbai,6,Premium,29-11-2020,Savings,Pending
15802381,461,India,Female,34,5,6002235.32,1,0,1,15818701.92,0,Gurugram,9,Standard,10-03-2021,Savings,Verified
15610156,637,India,Male,40,2,12582901.07,1,0,1,8783628.26,0,Delhi,7,Premium,29-12-2023,Current,Verified
15594408,584,India,Female,48,2,20095423.74,1,1,0,7086202.65,1,Bengaluru,3,Premium,15-08-2023,Savings,Verified
15640905,579,India,Female,35,1,12208351.14,2,0,1,809943.45,1,Bengaluru,3,Premium,29-05-2024,Salary,Verified
15698932,756,India,Male,44,10,12958983.05,1,1,0,17870198.89,0,Hyderabad,5,Premium,04-06-2015,Salary,Verified
15724944,663,India,Male,34,7,0,2,1,1,17010680.19,0,Mumbai,9,Basic,04-06-2018,Savings,Pending
15628145,682,India,Female,43,5,11865319.96,1,1,1,18226052.15,0,Mumbai,10,Premium,06-12-2020,Current,Pending
15713483,793,India,Male,52,2,0,1,1,0,15002193.75,1,Bengaluru,4,Basic,22-11-2023,Savings,Verified
15612350,691,India,Female,31,5,3857518.05,1,1,0,11899440.84,1,Hyderabad,2,Standard,04-03-2021,Salary,Verified
15800703,485,India,Female,21,5,10668462.7,1,1,1,5104460.62,0,Hyderabad,7,Premium,26-10-2020,Salary,Verified
15705707,635,India,Female,29,8,13038635.5,2,1,0,13300599.08,0,Delhi,7,Premium,28-06-2017,Salary,Verified
15754105,650,India,Male,37,5,10084865.73,1,0,0,2309391.43,0,Mumbai,5,Premium,08-05-2021,Savings,Verified
15703264,735,India,Male,44,9,11377864.08,1,1,0,7055570.14,0,Pune,4,Premium,17-07-2016,Savings,Verified
15794413,416,India,Male,32,0,0,2,0,1,82859.86,0,Delhi,6,Basic,23-09-2025,Savings,Verified
15650237,754,India,Female,32,7,0,2,1,0,8440016.31,0,Hyderabad,4,Basic,09-09-2018,Savings,Pending
15759618,535,India,Female,48,9,0,1,1,0,14131892.24,1,Mumbai,6,Basic,12-02-2017,Savings,Verified
15811589,716,India,Male,42,8,0,2,1,0,17045863.6,0,Hyderabad,4,Basic,04-06-2017,Savings,Verified
15689044,539,India,Male,37,2,12031032.15,1,1,0,9300365.62,0,Mumbai,4,Premium,08-01-2024,Salary,Pending
15709368,614,India,Female,43,6,0,2,1,1,10280435.45,0,Bengaluru,5,Basic,28-01-2020,Savings,Verified
15679145,706,India,Male,57,7,0,1,1,0,1691492.56,1,Gurugram,0,Basic,08-09-2018,Savings,Verified
15655007,758,India,Female,33,7,0,2,0,0,7824907.19,0,Delhi,6,Basic,18-09-2018,Salary,Verified
15623595,586,India,Female,28,2,0,2,1,1,8680109.76,0,Gurugram,7,Basic,29-01-2024,Current,Verified
15589975,646,India,Female,73,6,9169602.09,1,0,1,9872969.54,0,Gurugram,6,Standard,17-10-2019,Current,Verified
15804017,631,India,Female,33,4,11619698.88,1,0,0,10624184.1,0,Pune,6,Premium,06-05-2022,Current,Verified
15692132,717,India,Female,22,6,9527960.37,1,0,1,7985474.52,0,Hyderabad,10,Premium,15-03-2020,Salary,Verified
15641122,684,India,Male,30,2,0,2,1,0,7869911.75,0,Gurugram,4,Basic,17-05-2023,Current,Verified
15630910,800,India,Female,49,7,10182933.9,1,0,0,4442955.37,0,Bengaluru,2,Premium,02-01-2019,Current,Verified
15680772,721,India,Female,36,2,0,2,1,1,10085866.98,0,Bengaluru,6,Basic,29-02-2024,Current,Verified
15658929,683,India,Male,29,0,12605508.47,1,1,0,5240321.87,1,Bengaluru,4,Premium,25-07-2025,Savings,Verified
15585388,660,India,Male,31,9,11802889.63,2,1,1,13187361.26,0,Pune,10,Premium,25-09-2016,Savings,Verified
15724623,704,India,Female,24,7,10656866.26,1,1,0,15320828.09,1,Mumbai,4,Premium,24-08-2018,Savings,Verified
15588537,615,India,Female,41,9,10277767.32,1,1,0,18526016.23,0,Mumbai,7,Premium,23-09-2016,Savings,Verified
15574692,667,India,Female,39,2,0,2,1,0,3839198.51,1,Bengaluru,4,Basic,07-09-2023,Current,Verified
15611325,682,India,Male,24,9,5461622.49,2,0,0,5009501.8,0,Delhi,6,Standard,17-06-2016,Savings,Verified
15587562,484,India,Female,29,4,12267184.69,1,1,0,15463606.67,0,Delhi,6,Premium,02-09-2021,Savings,Verified
15613172,628,India,Male,27,5,9034521.48,2,1,0,14707393.39,0,Delhi,4,Standard,30-03-2021,Savings,Verified
15651022,480,India,Male,44,10,12219495.98,1,1,0,515966.16,1,Pune,2,Premium,20-11-2015,Salary,Verified
15586310,578,India,Male,30,4,15976885.85,1,1,0,10577000.73,0,Pune,5,Premium,27-02-2022,Savings,Verified
15625524,512,India,Male,40,5,0,2,1,1,13808044.21,0,Pune,6,Basic,19-02-2021,Current,Verified
15755209,484,India,Female,35,7,12621094.84,1,1,1,2572533.51,0,Bengaluru,4,Premium,13-10-2018,Salary,Verified
15645248,510,India,Female,30,0,0,2,1,1,12308581.15,0,Pune,7,Basic,06-04-2026,Savings,Verified
15790355,606,India,Male,36,5,17958405.37,2,0,0,16909296.19,0,Delhi,5,Premium,13-07-2020,Current,Verified
15762615,597,India,Female,40,8,9615911.35,1,0,1,8935304.03,0,Hyderabad,3,Premium,19-07-2017,Savings,Verified
15625426,754,India,Female,55,3,15236478.61,1,1,0,761862.54,1,Gurugram,0,Premium,09-11-2022,Savings,Verified
15716334,850,India,Female,45,2,11531500.88,1,1,1,1836810.1,0,Hyderabad,8,Premium,06-10-2023,Current,Verified
15789669,510,India,Male,65,2,0,2,1,1,4532191.39,0,Delhi,8,Basic,04-07-2023,Salary,Verified
15621075,778,India,Female,45,1,15287541.6,2,1,0,16454808.14,0,Bengaluru,5,Premium,19-12-2024,Savings,Pending
15810845,636,India,Male,42,2,0,2,1,1,5229785.14,0,Pune,3,Basic,17-11-2023,Current,Verified
15719377,804,India,Female,50,4,0,1,1,1,805798.9,1,Bengaluru,5,Basic,13-02-2022,Savings,Pending
15654506,514,India,Male,32,8,0,2,1,0,9037414.93,0,Bengaluru,7,Basic,25-06-2017,Current,Verified
15771977,730,India,Female,39,1,9334725.97,1,1,0,18379490.02,0,Delhi,7,Standard,08-07-2024,Current,Verified
15708710,525,India,Female,37,0,0,1,0,1,12399867.76,0,Bengaluru,3,Basic,12-06-2025,Current,Verified
15726676,616,India,Male,30,5,0,2,0,1,18489110.32,0,Mumbai,8,Basic,04-02-2021,Current,Verified
15587421,687,India,Female,34,7,10501677.61,2,1,0,14006685.57,0,Mumbai,4,Premium,21-01-2019,Savings,Verified
15726931,715,India,Female,41,8,5299936.06,2,0,0,8766400.47,1,Pune,2,Standard,27-10-2017,Current,Verified
15771086,512,India,Female,36,3,7950422.16,2,1,0,1666432.94,0,Gurugram,8,Standard,05-10-2022,Current,Verified
15756850,479,India,Male,40,1,0,2,0,0,10841863.42,0,Gurugram,3,Basic,28-04-2025,Current,Verified
15702741,601,India,Male,32,8,8769255.27,1,1,0,8198345.56,0,Bengaluru,2,Standard,11-11-2017,Savings,Pending
15679200,580,India,Male,29,9,5818060.28,2,1,0,12075174.98,0,Hyderabad,2,Standard,10-06-2016,Savings,Verified
15594815,807,India,Male,35,3,16479215.34,1,1,1,56601.94,0,Delhi,4,Premium,02-01-2023,Savings,Verified
15635905,616,India,Female,32,6,0,2,1,1,4054177.65,0,Bengaluru,3,Basic,20-02-2020,Savings,Verified
15777892,721,India,Male,37,3,10155901.94,1,1,1,14951970.79,0,Delhi,9,Premium,11-03-2023,Savings,Verified
15656176,501,India,Male,57,10,0,2,1,1,4511033.07,0,Bengaluru,5,Basic,17-05-2015,Savings,Pending
15811127,521,India,Male,35,6,9090839.64,1,1,0,988850.12,0,Hyderabad,4,Standard,03-07-2019,Current,Verified
15604482,850,India,Male,30,2,13297252.14,1,1,1,563624.7,0,Bengaluru,10,Premium,10-03-2024,Savings,Pending
15622911,759,India,Male,42,4,9939014.57,1,0,1,11446446.18,0,Hyderabad,7,Premium,30-11-2021,Salary,Verified
15600974,516,India,Male,50,5,0,1,0,1,13778638.28,1,Bengaluru,0,Basic,30-11-2020,Current,Verified
15727868,711,India,Female,38,2,12164199.82,2,1,1,1355261.8,1,Pune,6,Premium,28-10-2023,Current,Verified
15627801,512,India,Male,33,3,16656128.93,1,1,0,8925560.2,0,Bengaluru,6,Premium,31-03-2023,Savings,Verified
15773039,550,India,Male,37,3,0,1,1,1,16939316.83,0,Mumbai,8,Basic,04-01-2023,Savings,Verified
15755262,608,India,Female,41,3,8462934.84,1,0,0,18790450.89,1,Pune,5,Standard,23-05-2022,Current,Verified
15679531,618,India,Male,34,5,12723513.09,1,1,1,14326259.89,0,Hyderabad,4,Premium,23-07-2020,Salary,Pending
15684181,643,India,Male,45,5,0,1,1,0,13436172.78,1,Mumbai,2,Basic,01-10-2020,Savings,Verified
15612087,671,India,Male,45,2,10029209.42,1,0,1,14921188.37,0,Pune,5,Premium,11-06-2023,Current,Verified
15752047,689,India,Male,33,2,15255884.26,2,1,0,15969325.53,0,Mumbai,7,Premium,31-08-2023,Current,Verified
15624592,603,India,Male,31,8,0,2,1,1,16019588.09,0,Pune,9,Basic,18-06-2017,Current,Pending
15573152,620,India,Female,41,9,0,2,0,0,8377010.87,0,Pune,5,Basic,20-02-2017,Savings,Verified
15594917,676,India,Female,34,1,5948597.54,1,1,1,3832086.97,0,Bengaluru,10,Standard,08-06-2024,Current,Verified
15785542,572,India,Male,26,4,11152099.3,2,0,0,5697085.84,0,Pune,7,Premium,06-08-2021,Savings,Verified
15723488,668,India,Male,47,7,10074214.92,1,0,1,14892376.41,1,Mumbai,3,Premium,10-07-2018,Salary,Verified
15680920,695,India,Male,46,7,4668043.21,1,1,0,12539932.02,0,Delhi,7,Standard,26-03-2019,Savings,Verified
15786308,730,India,Female,33,9,0,2,0,0,16647643.73,0,Delhi,5,Basic,14-09-2016,Savings,Verified
15659366,807,India,Male,43,1,9974759.89,2,1,0,3289244.41,1,Bengaluru,4,Premium,16-11-2024,Salary,Verified
15774854,592,India,Male,54,8,0,1,1,1,2709391.3,1,Hyderabad,5,Basic,05-02-2018,Savings,Verified
15725311,726,India,Female,31,9,10815994.87,2,1,1,9256275.58,0,Delhi,8,Premium,28-12-2016,Savings,Verified
15787155,514,India,Male,30,7,0,1,0,1,11785965.43,0,Bengaluru,9,Basic,15-05-2018,Savings,Verified
15727829,567,India,Male,42,2,0,2,1,1,15837589.03,0,Pune,7,Basic,17-08-2023,Savings,Verified
15733247,850,India,Male,33,10,0,1,1,0,458362.96,1,Mumbai,0,Basic,14-10-2015,Savings,Verified
15568748,671,India,Male,45,6,9386914.66,1,1,1,10264494.59,1,Pune,5,Standard,21-05-2019,Savings,Verified
15699029,670,India,Male,37,4,16080199.75,2,1,0,18691281.53,0,Mumbai,6,Premium,21-09-2021,Current,Verified
15774393,694,India,Female,30,9,0,2,1,1,2541818.03,0,Pune,6,Basic,16-01-2017,Current,Pending
15676895,547,India,Female,39,6,7032925.02,3,1,1,8084181.91,1,Gurugram,2,Standard,04-06-2019,Savings,Verified
15637753,751,India,Male,50,2,9134637.41,1,1,0,7279005.25,1,Gurugram,3,Premium,10-08-2023,Current,Verified
15605461,594,India,Female,29,3,12334673.14,1,1,0,5755655.41,0,Mumbai,8,Premium,31-07-2022,Savings,Verified
15808473,673,India,Male,72,1,0,2,0,1,10557586.59,0,Bengaluru,10,Basic,20-12-2024,Salary,Verified
