transaction_id,customer_id,transaction_date,amount,category,payment_mode,merchant_name,status,is_anomaly
TXN100078,15648489,17-05-2024,118929.86,Shopping,NetBanking,Nykaa,Success,0
TXN100079,15654700,05-08-2024,146106.19,Travel,NetBanking,OYO,Success,1
TXN100080,15568025,11-07-2024,93450.89,Healthcare,Credit Card,1mg,Success,0
TXN100081,15763859,17-07-2024,62402.39,Utilities,NetBanking,Airtel,Success,0
TXN100082,15777076,16-02-2024,119479.12,Utilities,Credit Card,BSES,Failed,0
TXN100083,15587913,01-03-2024,23651.9,Shopping,Credit Card,Nykaa,Reversed,0
TXN100084,15705885,02-01-2024,126223.42,Shopping,UPI,Amazon,Failed,1
TXN100085,15811314,28-09-2024,38717.81,Healthcare,UPI,Apollo Pharmacy,Success,0
TXN100086,15736112,12-08-2024,108679.34,EMI,Debit Card,ICICI EMI,Success,0
TXN100087,15566091,20-04-2024,139839.34,Travel,Credit Card,Uber,Success,1
TXN100088,15759436,05-05-2024,28131.1,EMI,Credit Card,HDFC EMI,Success,0
TXN100089,15814004,11-02-2024,88169.69,Shopping,Debit Card,Reliance Retail,Success,0
TXN100090,15606507,21-12-2024,123467.49,Utilities,Debit Card,Jio,Success,1
TXN100091,15756850,20-06-2024,147496.21,Entertainment,Credit Card,PVR,Success,1
TXN100092,15809087,03-02-2024,107353.47,Healthcare,Debit Card,Max Healthcare,Success,0
TXN100093,15747222,30-12-2024,122401,Entertainment,Credit Card,Netflix,Failed,1
TXN100094,15622117,17-12-2024,22140.37,EMI,UPI,Bajaj Finance,Failed,0
TXN100095,15573876,12-01-2024,101928.82,Shopping,Credit Card,Myntra,Success,0
TXN100096,15787189,25-05-2024,128581.47,Utilities,Debit Card,Airtel,Success,1
TXN100097,15624388,26-08-2024,88902.27,Healthcare,Credit Card,Practo,Success,0
TXN100098,15746326,23-12-2024,103202.51,Healthcare,Debit Card,Apollo Pharmacy,Success,0
TXN100099,15725818,03-05-2024,22040.8,Entertainment,Debit Card,Netflix,Success,0
TXN100100,15716164,19-03-2024,112878.17,Utilities,Credit Card,BSES,Success,0
TXN100101,15576352,26-11-2024,131809.92,Entertainment,NetBanking,Sony LIV,Success,1
TXN100102,15595766,01-04-2024,4861.59,Travel,Debit Card,Yatra,Success,0
TXN100103,15778410,05-01-2024,74524.17,Utilities,Debit Card,Mahanagar Gas,Success,0
TXN100104,15727467,29-04-2024,130505.05,Shopping,UPI,Amazon,Success,1
TXN100105,15605968,31-08-2024,66167.62,Entertainment,Debit Card,PVR,Success,0
TXN100106,15673367,09-08-2024,46245.1,Shopping,Credit Card,Flipkart,Success,0
TXN100107,15797960,10-02-2024,14733.56,Travel,Credit Card,OYO,Success,0
TXN100108,15575214,30-11-2024,44345.8,Travel,Credit Card,OYO,Success,0
TXN100109,15642885,16-08-2024,96414.22,Entertainment,NetBanking,Netflix,Success,0
TXN100110,15617134,22-12-2024,35147.91,Healthcare,Credit Card,Fortis,Success,0
TXN100111,15569050,26-07-2024,101297.86,Entertainment,Debit Card,Netflix,Success,0
TXN100112,15596181,10-03-2024,64655.32,Entertainment,UPI,PVR,Success,0
TXN100113,15729054,07-09-2024,141424.98,Shopping,Credit Card,Myntra,Failed,1
TXN100114,15782210,18-12-2024,69641.2,Utilities,Credit Card,TATA Power,Success,0
TXN100115,15645942,15-07-2024,50080.6,Shopping,Debit Card,Flipkart,Success,0
TXN100116,15711015,06-08-2024,109138.72,Food,UPI,Dominos,Success,0
TXN100117,15627697,25-04-2024,149316.99,Shopping,NetBanking,Amazon,Success,1
TXN100118,15734886,27-12-2024,36627.77,EMI,Credit Card,HDFC EMI,Success,0
TXN100119,15595228,22-10-2024,47402.28,Shopping,UPI,Flipkart,Success,0
TXN100120,15707114,22-05-2024,146583.24,Entertainment,UPI,Hotstar,Success,1
TXN100121,15593973,12-05-2024,78636.73,Entertainment,NetBanking,BookMyShow,Success,0
TXN100122,15613172,07-04-2024,113802.14,Entertainment,Debit Card,Hotstar,Success,0
TXN100123,15566292,22-11-2024,144704.99,Utilities,Credit Card,Airtel,Success,1
TXN100124,15733387,13-02-2024,27126.89,Entertainment,NetBanking,Hotstar,Success,0
TXN100125,15810432,13-06-2024,81711.62,EMI,Debit Card,SBI EMI,Reversed,0
TXN100126,15683471,08-10-2024,41547.89,Travel,NetBanking,Uber,Reversed,0
TXN100127,15717893,26-04-2024,114009.57,Food,Debit Card,Zomato,Success,0
TXN100128,15635660,22-09-2024,71133.1,Healthcare,Debit Card,Practo,Success,0
TXN100129,15737792,15-05-2024,78596.9,Entertainment,Credit Card,Sony LIV,Reversed,0
TXN100130,15568025,06-03-2024,130782.16,EMI,Credit Card,HDFC EMI,Success,1
TXN100131,15753874,10-03-2024,132225.3,Entertainment,Debit Card,Netflix,Failed,1
TXN100132,15698028,02-05-2024,32773.89,Travel,Credit Card,Yatra,Success,0
TXN100133,15806964,19-10-2024,15834.33,Shopping,NetBanking,Flipkart,Success,0
TXN100134,15741728,05-03-2024,87897.97,Travel,Credit Card,MakeMyTrip,Success,0
TXN100135,15727490,18-04-2024,130667.48,Utilities,NetBanking,TATA Power,Success,1
TXN100136,15678284,11-03-2024,3548.43,Food,Debit Card,Zomato,Reversed,0
TXN100137,15574305,13-07-2024,121009.96,Shopping,Debit Card,Nykaa,Success,1
TXN100138,15592846,31-08-2024,121428.15,EMI,Credit Card,SBI EMI,Success,1
TXN100139,15585036,28-04-2024,119194.02,Shopping,Debit Card,Reliance Retail,Success,0
TXN100140,15747174,16-04-2024,110247.36,Travel,NetBanking,Uber,Success,0
TXN100141,15682585,18-10-2024,144661.38,Travel,NetBanking,MakeMyTrip,Success,1
TXN100142,15572360,19-03-2024,54496.35,Utilities,Debit Card,Airtel,Success,0
TXN100143,15663706,09-02-2024,47713.12,Travel,Debit Card,OYO,Success,0
TXN100144,15813163,11-10-2024,96806.35,Travel,Debit Card,Yatra,Success,0
TXN100145,15603065,16-10-2024,48678.57,Healthcare,Credit Card,Fortis,Success,0
TXN100146,15631310,14-11-2024,18032.58,Travel,Debit Card,IRCTC,Success,0
TXN100147,15765311,17-06-2024,69667.46,Healthcare,NetBanking,Max Healthcare,Success,0
TXN100148,15697625,03-06-2024,109860.06,Utilities,Credit Card,Mahanagar Gas,Success,0
TXN100149,15699029,29-03-2024,77727.11,Travel,UPI,Yatra,Success,0
TXN100150,15583576,02-11-2024,34075.98,Entertainment,UPI,Sony LIV,Success,0
TXN100151,15772777,02-04-2024,1510.25,EMI,Credit Card,Bajaj Finance,Success,0
TXN100152,15667417,08-04-2024,130959.27,Entertainment,Credit Card,BookMyShow,Success,1
TXN100153,15779481,31-12-2024,13284.1,EMI,UPI,HDFC EMI,Success,0
TXN100154,15607347,12-10-2024,36617.55,Travel,UPI,MakeMyTrip,Success,0
TXN100155,15625904,12-12-2024,136177.24,Travel,UPI,Yatra,Success,1
TXN100156,15581282,13-06-2024,28457.84,Food,UPI,Haldirams,Success,0
TXN100157,15809286,29-12-2024,12154.93,Travel,Credit Card,Yatra,Success,0
TXN100158,15667458,10-01-2024,99086.86,Travel,NetBanking,Yatra,Success,0
TXN100159,15575247,22-12-2024,136211.75,Travel,UPI,Yatra,Success,1
TXN100160,15783659,23-12-2024,133887.27,Travel,Credit Card,OYO,Success,1
TXN100161,15786993,24-08-2024,86285.63,Food,Debit Card,Dominos,Success,0
TXN100162,15649523,03-03-2024,131905.04,Travel,Credit Card,Uber,Success,1
TXN100163,15658360,09-11-2024,4379.81,Entertainment,Credit Card,PVR,Success,0
TXN100164,15723006,18-11-2024,136877.64,Shopping,NetBanking,Myntra,Success,1
TXN100165,15615096,19-02-2024,70979.36,Travel,Debit Card,Uber,Success,0
TXN100166,15802593,31-12-2024,6076.74,Entertainment,Credit Card,BookMyShow,Success,0
TXN100167,15680772,15-04-2024,41165.03,Food,Debit Card,Zomato,Success,0
TXN100168,15623944,24-02-2024,113642.98,Travel,UPI,Yatra,Success,0
TXN100169,15596914,18-05-2024,111768.55,Entertainment,Credit Card,BookMyShow,Success,0
TXN100170,15611105,22-07-2024,91124.97,EMI,NetBanking,HDFC EMI,Success,0
TXN100171,15600992,06-12-2024,50556.75,Food,NetBanking,Dominos,Success,0
TXN100172,15567980,11-03-2024,89429.29,EMI,NetBanking,SBI EMI,Success,0
TXN100173,15776824,12-06-2024,23817.4,Entertainment,UPI,Sony LIV,Success,0
TXN100174,15581197,07-10-2024,78239.83,Shopping,Credit Card,Myntra,Success,0
TXN100175,15769974,18-09-2024,31885.5,Shopping,Debit Card,Reliance Retail,Success,0
TXN100176,15664772,30-05-2024,140666.78,Food,Debit Card,Swiggy,Success,1
TXN100177,15625942,13-03-2024,29629.98,Shopping,Credit Card,Myntra,Success,0
TXN100178,15689044,12-07-2024,130625.4,Shopping,Debit Card,Myntra,Success,1
TXN100179,15603830,13-06-2024,114926.38,Travel,NetBanking,OYO,Success,0
TXN100180,15765520,14-11-2024,83931.45,Utilities,UPI,BSES,Success,0
TXN100181,15623791,22-07-2024,53545.75,Food,Credit Card,McDonald's,Success,0
TXN100182,15576644,11-04-2024,9018.72,Healthcare,UPI,Apollo Pharmacy,Success,0
TXN100183,15620344,25-07-2024,29126.02,EMI,NetBanking,Axis EMI,Success,0
TXN100184,15803976,12-05-2024,47137.8,Entertainment,Debit Card,Hotstar,Failed,0
TXN100185,15589076,11-03-2024,32451.79,Utilities,Credit Card,Mahanagar Gas,Success,0
TXN100186,15727688,09-11-2024,109464.66,Shopping,Debit Card,Nykaa,Success,0
TXN100187,15645572,30-05-2024,109759.76,Food,UPI,Haldirams,Success,0
TXN100188,15713655,03-04-2024,23965.64,EMI,UPI,Axis EMI,Failed,0
TXN100189,15761141,26-08-2024,59132.27,Utilities,Credit Card,BSES,Success,0
TXN100190,15752731,09-10-2024,33529.32,Food,Credit Card,Haldirams,Success,0
TXN100191,15725511,22-07-2024,139163.4,Healthcare,NetBanking,1mg,Success,1
TXN100192,15699461,22-12-2024,87490.9,Travel,Credit Card,OYO,Success,0
TXN100193,15588446,22-02-2024,101945.25,Food,UPI,Swiggy,Success,0
TXN100194,15743411,07-01-2024,102005.78,Travel,Credit Card,IRCTC,Success,0
TXN100195,15761141,19-11-2024,127753.58,Food,UPI,McDonald's,Success,1
TXN100196,15714057,11-05-2024,85616.79,Travel,UPI,IRCTC,Success,0
TXN100197,15679531,15-07-2024,126269.5,Travel,Credit Card,OYO,Success,1
TXN100198,15613471,12-10-2024,70493.12,Shopping,NetBanking,Flipkart,Success,0
TXN100199,15779738,14-07-2024,126150.97,EMI,Credit Card,HDFC EMI,Success,1
TXN100200,15737051,17-07-2024,94702.42,Shopping,UPI,Reliance Retail,Success,0
TXN100201,15682547,26-10-2024,144788.13,Shopping,UPI,Flipkart,Success,1
TXN100202,15756901,23-11-2024,34402.02,Healthcare,Credit Card,Apollo Pharmacy,Success,0
TXN100203,15667554,07-08-2024,115775.25,Healthcare,Credit Card,Fortis,Reversed,0
TXN100204,15689341,25-07-2024,40501.7,Shopping,NetBanking,Nykaa,Reversed,0
TXN100205,15778410,20-04-2024,92528.78,Travel,NetBanking,Yatra,Success,0
TXN100206,15589224,14-02-2024,145689.22,Travel,UPI,Uber,Success,1
TXN100207,15803365,13-06-2024,12858.83,Entertainment,UPI,PVR,Success,0
TXN100208,15633897,16-05-2024,143335.31,Utilities,Debit Card,Jio,Failed,1
TXN100209,15605000,03-06-2024,136688.58,EMI,Debit Card,ICICI EMI,Success,1
TXN100210,15812071,25-08-2024,53740.15,Travel,Debit Card,Yatra,Failed,0
TXN100211,15644119,02-03-2024,33793.71,Entertainment,Debit Card,Sony LIV,Success,0
TXN100212,15629150,15-03-2024,61785.98,Utilities,Credit Card,Jio,Success,0
TXN100213,15651983,14-03-2024,69246.24,Travel,NetBanking,Uber,Success,0
TXN100214,15797748,23-07-2024,118124.63,Entertainment,Credit Card,Netflix,Success,0
TXN100215,15608230,22-11-2024,47326.45,Shopping,Credit Card,Nykaa,Success,0
TXN100216,15622911,02-05-2024,88422.7,Food,Credit Card,McDonald's,Success,0
TXN100217,15657139,31-12-2024,5784.64,EMI,Credit Card,Axis EMI,Success,0
TXN100218,15644621,07-06-2024,104299.67,Food,Debit Card,Swiggy,Success,0
TXN100219,15694879,22-12-2024,84206.34,Entertainment,Debit Card,BookMyShow,Success,0
TXN100220,15784209,30-11-2024,99187.62,Shopping,Credit Card,Flipkart,Success,0
TXN100221,15720671,13-12-2024,56757.27,Travel,UPI,Yatra,Success,0
TXN100222,15745527,27-10-2024,14771.74,Travel,Debit Card,Uber,Reversed,0
TXN100223,15745307,21-08-2024,107456.83,Food,Credit Card,Haldirams,Success,0
TXN100224,15615032,03-08-2024,122436.64,Shopping,Debit Card,Amazon,Success,1
TXN100225,15621210,18-11-2024,98887,Shopping,UPI,Nykaa,Success,0
TXN100226,15800856,14-06-2024,64761.27,Utilities,NetBanking,BSES,Success,0
TXN100227,15791767,19-09-2024,43943.86,Healthcare,NetBanking,Practo,Success,0
TXN100228,15619407,20-11-2024,90248.9,Utilities,UPI,Mahanagar Gas,Success,0
TXN100229,15789863,15-06-2024,22811.81,Travel,Debit Card,Yatra,Success,0
TXN100230,15808784,16-10-2024,137770.09,Food,Debit Card,Dominos,Success,1
TXN100231,15604482,25-05-2024,134166.54,Entertainment,NetBanking,Netflix,Success,1
TXN100232,15693018,21-04-2024,127485.98,Healthcare,Debit Card,Max Healthcare,Success,1
TXN100233,15736601,06-08-2024,26419.83,Utilities,Debit Card,Jio,Success,0
TXN100234,15803365,07-03-2024,84965.93,Healthcare,UPI,Fortis,Success,0
TXN100235,15711398,24-12-2024,31176.73,Food,UPI,Swiggy,Success,0
TXN100236,15787835,30-10-2024,130779.31,Travel,NetBanking,IRCTC,Success,1
TXN100237,15600583,12-03-2024,51057.26,Food,UPI,Swiggy,Success,0
TXN100238,15654229,20-05-2024,144219.98,Healthcare,UPI,Fortis,Success,1
TXN100239,15764105,08-04-2024,147253.76,Entertainment,Debit Card,Hotstar,Success,1
TXN100240,15565779,12-10-2024,53971.74,Utilities,Credit Card,Jio,Failed,0
TXN100241,15580203,22-09-2024,11763.45,Healthcare,UPI,Fortis,Success,0
TXN100242,15680970,18-12-2024,108805.42,Food,NetBanking,Dominos,Success,0
TXN100243,15762937,09-12-2024,73281.53,Travel,Credit Card,IRCTC,Success,0
TXN100244,15810845,16-12-2024,46227.57,Travel,NetBanking,MakeMyTrip,Failed,0
TXN100245,15701354,15-05-2024,96481.45,EMI,NetBanking,Axis EMI,Success,0
TXN100246,15575417,14-08-2024,103546.08,Shopping,NetBanking,Reliance Retail,Success,0
TXN100247,15731478,30-06-2024,123519.89,Shopping,Debit Card,Amazon,Failed,1
TXN100248,15752300,04-01-2024,80242.73,Entertainment,Debit Card,Hotstar,Success,0
TXN100249,15704442,25-08-2024,31728.2,Food,Credit Card,Dominos,Success,0
TXN100250,15680918,17-02-2024,131490.27,Food,NetBanking,Dominos,Success,1
TXN100251,15660688,07-06-2024,5105.31,Shopping,Debit Card,Reliance Retail,Success,0
TXN100252,15755223,09-06-2024,135690.41,Utilities,UPI,BSES,Success,1
TXN100253,15573452,02-02-2024,103768.63,Shopping,Debit Card,Nykaa,Success,0
TXN100254,15791700,03-03-2024,18072.66,Travel,UPI,IRCTC,Success,0
TXN100255,15653696,21-06-2024,11894.51,Healthcare,UPI,Apollo Pharmacy,Success,0
TXN100256,15792649,24-12-2024,97111.92,Travel,NetBanking,IRCTC,Success,0
TXN100257,15708212,28-10-2024,141453.02,Utilities,Debit Card,Mahanagar Gas,Success,1
TXN100258,15624781,07-02-2024,124620.02,Shopping,NetBanking,Myntra,Reversed,1
TXN100259,15697311,05-06-2024,112746.69,Healthcare,Credit Card,Max Healthcare,Success,0
TXN100260,15814846,13-09-2024,107659.65,Entertainment,Credit Card,Hotstar,Success,0
TXN100261,15639077,24-03-2024,91311.83,EMI,NetBanking,Bajaj Finance,Success,0
TXN100262,15633897,08-03-2024,135586.6,Healthcare,NetBanking,Apollo Pharmacy,Reversed,1
TXN100263,15794253,09-03-2024,7363.24,Shopping,Credit Card,Flipkart,Failed,0
TXN100264,15613880,10-04-2024,111344.1,Travel,Credit Card,OYO,Success,0
TXN100265,15634844,07-08-2024,97036.74,Shopping,Debit Card,Reliance Retail,Success,0
TXN100266,15810432,28-11-2024,22494.67,Healthcare,Credit Card,Practo,Success,0
TXN100267,15592389,10-04-2024,15212.85,Food,Debit Card,Swiggy,Success,0
TXN100268,15765322,31-01-2024,118086.37,Healthcare,NetBanking,Apollo Pharmacy,Success,0
TXN100269,15618926,19-04-2024,7317.87,Travel,NetBanking,Uber,Success,0
TXN100270,15673578,16-06-2024,102312.7,EMI,Debit Card,HDFC EMI,Failed,0
TXN100271,15594815,20-02-2024,129063.73,Healthcare,Debit Card,Apollo Pharmacy,Success,1
TXN100272,15728669,25-02-2024,88978.22,Travel,Debit Card,OYO,Success,0
TXN100273,15618926,07-08-2024,6612.96,Travel,NetBanking,Uber,Success,0
TXN100274,15797227,22-07-2024,125542.44,Shopping,Credit Card,Reliance Retail,Success,1
TXN100275,15669987,06-05-2024,149511.13,Entertainment,UPI,BookMyShow,Success,1
TXN100276,15717164,07-06-2024,71430.97,Food,Debit Card,Swiggy,Success,0
TXN100277,15813412,23-07-2024,136162.73,Utilities,UPI,TATA Power,Success,1
TXN100278,15654390,28-09-2024,94061.61,Entertainment,Debit Card,PVR,Success,0
TXN100279,15598840,02-02-2024,82432.08,Shopping,UPI,Reliance Retail,Success,0
TXN100280,15602497,02-12-2024,76586.06,Healthcare,Credit Card,1mg,Failed,0
TXN100281,15707968,21-03-2024,55313.68,Entertainment,UPI,Hotstar,Success,0
TXN100282,15801488,13-10-2024,50668.47,Utilities,NetBanking,Airtel,Success,0
TXN100283,15716134,16-02-2024,43843.33,Healthcare,Debit Card,Practo,Success,0
TXN100284,15645569,21-02-2024,110154.81,Utilities,NetBanking,Jio,Success,0
TXN100285,15680346,20-01-2024,119475.73,Entertainment,NetBanking,BookMyShow,Success,0
TXN100286,15679249,31-03-2024,31482.27,Healthcare,UPI,Max Healthcare,Success,0
TXN100287,15628298,19-11-2024,31802.74,Utilities,NetBanking,Jio,Success,0
TXN100288,15782736,17-02-2024,141573.98,Food,Debit Card,Haldirams,Success,1
TXN100289,15709387,16-11-2024,76916.39,Entertainment,UPI,BookMyShow,Success,0
TXN100290,15588701,07-10-2024,62929.66,Travel,Credit Card,IRCTC,Reversed,0
TXN100291,15590241,25-05-2024,60031.23,Travel,Debit Card,Uber,Success,0
TXN100292,15641655,02-04-2024,112576.45,Shopping,UPI,Myntra,Success,0
TXN100293,15613282,22-01-2024,93499.2,EMI,NetBanking,ICICI EMI,Success,0
TXN100294,15684181,10-02-2024,51076.52,Travel,UPI,Yatra,Success,0
TXN100295,15780870,30-03-2024,81323.05,Entertainment,Credit Card,Netflix,Success,0
TXN100296,15756820,31-08-2024,25814.85,Travel,NetBanking,Uber,Success,0
TXN100297,15805955,30-08-2024,79034.25,EMI,NetBanking,ICICI EMI,Success,0
TXN100298,15654409,24-07-2024,100926.17,Healthcare,Debit Card,Practo,Success,0
TXN100299,15669410,17-07-2024,15736.6,Shopping,Debit Card,Reliance Retail,Success,0
TXN100300,15697311,30-09-2024,6264.79,Healthcare,Credit Card,Fortis,Success,0
TXN100301,15671139,09-11-2024,83918.92,Utilities,Debit Card,TATA Power,Success,0
TXN100302,15759298,10-05-2024,61858.18,Entertainment,Debit Card,PVR,Success,0
TXN100303,15745843,05-04-2024,105666.32,Utilities,NetBanking,BSES,Success,0
TXN100304,15776824,24-08-2024,135124.21,Shopping,UPI,Nykaa,Success,1
TXN100305,15777576,28-02-2024,145018.92,Shopping,Credit Card,Flipkart,Success,1
TXN100306,15771211,03-06-2024,63527.67,Food,Debit Card,Zomato,Success,0
TXN100307,15775590,07-07-2024,28500.1,Entertainment,Debit Card,PVR,Success,0
TXN100308,15685500,05-09-2024,29850.98,Travel,Debit Card,OYO,Success,0
TXN100309,15745012,25-02-2024,104766.34,Shopping,Debit Card,Amazon,Success,0
TXN100310,15688007,22-07-2024,136362.29,Food,Credit Card,Swiggy,Failed,1
TXN100311,15805449,17-06-2024,122551.3,Healthcare,NetBanking,Max Healthcare,Success,1
TXN100312,15637240,02-08-2024,22874.28,Travel,NetBanking,Yatra,Success,0
TXN100313,15605275,21-03-2024,110319.29,Shopping,Credit Card,Reliance Retail,Success,0
TXN100314,15671256,05-03-2024,136698.45,Travel,NetBanking,Uber,Success,1
TXN100315,15599081,16-06-2024,39515.56,Utilities,UPI,TATA Power,Success,0
TXN100316,15675896,26-03-2024,101280.28,Shopping,Debit Card,Flipkart,Success,0
TXN100317,15617982,07-07-2024,60005.64,EMI,UPI,SBI EMI,Success,0
TXN100318,15747174,24-08-2024,144310.65,Healthcare,NetBanking,1mg,Success,1
TXN100319,15635367,08-04-2024,30517.01,EMI,Debit Card,Axis EMI,Success,0
